date,blood_bank_id,blood_group,component_type,closing_inventory,predicted_demand,predicted_coverage,spike_risk,inventory_risk,wastage_risk,risk_score,risk_band,donor_bank,recommended_transfer_units,transfer_status,inventory_after_transfer,remaining_deficit,recommended_action,operational_status
2024-10-11,BB001,A+,FFP,352,4.65559930017231,75.6078814572749,0.07730948181164286,0.0003382897710751147,0.0011627080645662138,0.02600721630412832,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-12,BB001,A+,FFP,355,4.330457256806795,81.97748619779033,0.07735050593877305,0.0003382897710751147,0.0011608833832208144,0.025813990896356394,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-13,BB001,A+,FFP,359,4.376318504209522,82.03242055044274,0.07251375963292202,0.0003382897710751147,0.0015921201461181153,0.02436133322344175,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-14,BB001,A+,FFP,355,4.3018549241758794,82.52254114962012,0.07304094926002867,0.00034817090385949416,0.0015854663977517675,0.024509950468910677,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-15,BB001,A+,FFP,351,4.529090054268044,77.49901101419496,0.07654863158133145,0.0003382897710751147,0.00128356673279965,0.025714412453537016,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-16,BB001,A+,FFP,348,4.491576127992885,77.4783706394637,0.07429935998362994,0.00040213355962682594,0.0012929221733780083,0.0250722403657029,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-17,BB001,A+,FFP,352,4.55393701762481,77.29575500005313,0.07371483241787577,0.00040213355962682594,0.0008448456670587622,0.024902980719735693,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-18,BB001,A+,FFP,352,4.502477320352667,78.17918335953523,0.07263437686555156,0.00040213355962682594,0.001060260877038715,0.02454960558967926,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-19,BB001,A+,FFP,352,4.333875175732221,81.22061336031179,0.05829941902635,0.00035102904112620345,0.0009109179162080694,0.02012776930558868,Low,,0,No transfer required,,,No immediate action,Stable
2024-10-20,BB001,A+,FFP,351,4.066160538973697,86.32221886856262,0.08839499151317608,0.00035102904112620345,0.0015507405976620471,0.029010912566523727,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-21,BB001,A+,FFP,358,4.0937608171981275,87.4501506038216,0.07306242563901945,0.00035102904112620345,0.0015507405976620471,0.02438125942858074,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-22,BB001,A+,FFP,353,3.8477935806564387,91.74088801816072,0.0695282429731517,0.00035102904112620345,0.0015247561796945873,0.02321404043271056,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-23,BB001,A+,FFP,351,3.8753938588808676,90.5714393894822,0.10500200546911356,0.00035102904112620345,0.0016356120677092619,0.033884317790289116,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-24,BB001,A+,FFP,350,3.976713809004659,88.01236820398758,0.09672502662036307,0.0004054344970319818,0.0012499224294706432,0.03149263312548472,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-25,BB001,A+,FFP,355,3.7809175246450435,93.8925532456114,0.08506795691650945,0.0004054344970319818,0.0012975535318151838,0.02785319870355054,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-26,BB001,A+,FFP,350,3.765705906132941,92.94406114667095,0.07132756592020065,0.0004054344970319818,0.0010250397672144438,0.023752818970937863,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-27,BB001,A+,FFP,359,3.7494284000491858,95.74792786956289,0.04476339589710971,0.0003116441980986516,0.0015416767699524265,0.015673658918348918,Low,,0,No transfer required,,,No immediate action,Stable
2024-10-28,BB001,A+,FFP,352,3.9844582145195835,88.34325297158162,0.05574155307661333,0.0003116441980986516,0.001367964780428501,0.01914218473482854,Low,,0,No transfer required,,,No immediate action,Stable
2024-10-29,BB001,A+,FFP,353,3.944851657860288,89.4837196974523,0.0493044266749479,0.00034561962917895094,0.00125180986890366,0.017199181249289305,Low,,0,No transfer required,,,No immediate action,Stable
2024-10-30,BB001,A+,FFP,353,3.920004694503522,90.05091256522292,0.04962553205439709,0.00034561962917895094,0.0015358668570249368,0.0172814352634885,Low,,0,No transfer required,,,No immediate action,Stable
2024-10-31,BB001,A+,FFP,359,3.9994705352849427,89.76188143724454,0.06053136608716525,0.00034561962917895094,0.0011669290465388092,0.020560336930591384,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-01,BB001,A+,FFP,355,3.974104952396563,89.32829008099525,0.05218954718534871,0.00030491183433918123,0.0010495980609444998,0.01804825244032156,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-02,BB001,A+,FFP,359,3.9203347723358544,91.57381214821532,0.04457282304133312,0.00034561962917895094,0.0011687632193638404,0.01572868724082554,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-03,BB001,A+,FFP,355,3.99833715587519,88.78690969778775,0.050191971558379206,0.00030491183433918123,0.0015761169747725574,0.017462631697852473,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-04,BB001,A+,FFP,352,3.8035852281521647,92.54426518293283,0.04869453039310803,0.00034561962917895094,0.002019496681788398,0.016942296903062887,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-05,BB001,A+,FFP,358,3.904905178275956,91.67956292297464,0.05595785078339993,0.00034561962917895094,0.0014687970997647878,0.01914167632238932,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-06,BB001,A+,FFP,352,4.096903791131321,85.91854189058186,0.05422181068672377,0.00034561962917895094,0.0015358668570249368,0.018767139265567584,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-07,BB001,A+,FFP,362,4.145451506007738,87.32462542991433,0.06690852767637627,0.00034280552114670257,0.0009239824817162763,0.02253426576293802,Medium,,0,No transfer required,,,No immediate action,Stable
2024-11-08,BB001,A+,FFP,365,4.001705230620991,91.21111600300422,0.0524797101223917,0.0003024290774967433,0.0009451111026319188,0.018087842770326698,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-09,BB001,A+,FFP,363,3.9124959219803794,92.77964942037846,0.04624375272206756,0.00034280552114670257,0.0009337898492210598,0.01620017371327096,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-10,BB001,A+,FFP,369,4.0996571059989835,90.00752757103669,0.05050534963436258,0.00034280552114670257,0.0014301790313917264,0.01754504402269729,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-11,BB001,A+,FFP,367,4.118027930665045,89.12032802573317,0.055977354188346005,0.00034280552114670257,0.0015778820794567286,0.01920876592752132,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-12,BB001,A+,FFP,367,4.208701831815238,87.20028518668208,0.07830028515985442,0.00034280552114670257,0.001161251613607853,0.025955058789082937,Medium,,0,No transfer required,,,No immediate action,Stable
2024-11-13,BB001,A+,FFP,374,3.995583841007528,93.60334180991482,0.05279440185183434,0.00034280552114670257,0.0015916076574322793,0.018146399166929818,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-14,BB001,A+,FFP,378,4.00684877715093,94.33847420335562,0.07194483816633486,0.00034280552114670257,0.0009298848157796803,0.023874880018490176,Medium,,0,No transfer required,,,No immediate action,Stable
2024-11-15,BB001,A+,FFP,372,4.001705230620991,92.96037028251389,0.05945284361787426,0.00034280552114670257,0.0009298848157796803,0.020158710271000677,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-16,BB001,A+,FFP,372,4.013815872104169,92.67988663490583,0.049408244182260135,0.00034280552114670257,0.0009523657620223167,0.01715184153788804,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-17,BB001,A+,FFP,371,4.208701831815238,88.15069701432984,0.055419891763579705,0.00034280552114670257,0.0015778820794567286,0.019066212247499145,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-18,BB001,A+,FFP,369,4.208701831815238,87.67549110050597,0.05307748984860306,0.00034561962917895094,0.001987116065905424,0.018377195973406292,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-19,BB001,A+,FFP,375,4.056998425915216,92.43286800521841,0.05967429113751803,0.00030491183433918123,0.0011587130538774268,0.020218475752246445,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-20,BB001,A+,FFP,371,4.229825971348962,87.71046433422931,0.057509745178980984,0.00034561962917895094,0.0011359801911789273,0.019705963002434154,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-21,BB001,A+,FFP,370,3.907658493143619,94.68585871800269,0.06353237076972333,0.00034561962917895094,0.0010097479394552543,0.021344768879638158,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-22,BB001,A+,FFP,375,4.028073576082887,93.0966112999033,0.052510230310598996,0.00034561962917895094,0.0010097479394552543,0.01807418481501338,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-23,BB001,A+,FFP,380,3.9789927478933405,95.5015563175352,0.04831122717624745,0.00034561962917895094,0.0008935743752305963,0.01676038467688126,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-24,BB001,A+,FFP,378,3.8975449379800113,96.98412873102288,0.06279582150675438,0.00034561962917895094,0.0013475640031491295,0.021073749355494102,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-25,BB001,A+,FFP,379,3.9260293178096806,96.53519353020087,0.07139698363271761,0.00034561962917895094,0.0015163068370423207,0.023663688185570818,Medium,,0,No transfer required,,,No immediate action,Stable
2024-11-26,BB001,A+,FFP,376,3.9707368776507614,94.69275139239542,0.08046947297677252,0.00034561962917895094,0.0012978380461403176,0.02642574579147802,Medium,,0,No transfer required,,,No immediate action,Stable
2024-11-27,BB001,A+,FFP,384,3.7787382647953986,101.62122197706431,0.06360623184691691,0.00034561962917895094,0.0014771795150712642,0.02122277221491215,Low,,0,No transfer required,,,No immediate action,Stable
2024-11-28,BB001,A+,FFP,379,3.9707368776507614,95.44827866414326,0.06914233841720481,0.00034561962917895094,0.001032690168740105,0.023010887000780342,Medium,,0,No transfer required,,,No immediate action,Stable
2024-11-29,BB001,A+,FFP,390,4.103025180744785,95.05181733474198,0.0793399759283166,0.00034561962917895094,0.0011669290465388092,0.02607891807038947,Medium,,0,No transfer required,,,No immediate action,Stable
2024-11-30,BB001,A+,FFP,390,4.011200428484755,97.2277518795848,0.13735225933488124,0.00034561962917895094,0.0011669290465388092,0.04343551347581526,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-01,BB001,A+,FFP,392,4.5086515716864515,86.94395514208547,0.0942879449441949,0.00034561962917895094,0.0015651866914165806,0.03075952573238185,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-02,BB001,A+,FFP,389,4.462805489760439,87.16490129191835,0.1037180215541082,0.00034561962917895094,0.0017522024739960618,0.03358271781797383,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-03,BB001,A+,FFP,383,4.424453809226963,86.5643572097586,0.09419814519125758,0.00034561962917895094,0.0014664927666839427,0.030742673115688398,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-04,BB001,A+,FFP,378,4.53625184991088,83.32870671795399,0.09044066020309567,0.00034561962917895094,0.0013388904337852839,0.029705141129439276,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-05,BB001,A+,FFP,373,4.26116361818376,87.53477533889773,0.112896695899953,0.00034561962917895094,0.0008973270606298779,0.03632662481416452,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-06,BB001,A+,FFP,371,4.536445917602408,81.78208375866191,0.0783586439317306,0.00034561962917895094,0.0009151782824043198,0.02612592639982424,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-07,BB001,A+,FFP,368,4.504609467062198,81.69409638967018,0.0705261658132291,0.00034561962917895094,0.0009661718583443778,0.023778816877613747,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-08,BB001,A+,FFP,363,4.287680229352076,84.66116421533002,0.13184350698478486,0.00034561962917895094,0.0014519758901527437,0.04208822016311148,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-09,BB001,A+,FFP,364,4.605189616055967,79.04126221663405,0.12576433789087285,0.00034561962917895094,0.0015563197823304591,0.040432435146717245,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-10,BB001,A+,FFP,364,4.287680229352076,84.89439056303065,0.08491963175470123,0.0003192526127708921,0.001321671003672951,0.02799138409068157,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-11,BB001,A+,FFP,366,4.1630475266868645,87.91636359032366,0.09335452548488542,0.0003192526127708921,0.0013494595039829041,0.03044087331069635,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-12,BB001,A+,FFP,363,4.680744538462277,77.55176489919126,0.06965011608649116,0.0003192526127708921,0.0011669290465388092,0.02363358374305581,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-13,BB001,A+,FFP,366,4.752427091791873,77.01328035776389,0.09839196195850371,0.0004054344970319818,0.0009394771359881276,0.032317260531035334,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-14,BB001,A+,FFP,369,4.612244581036448,80.0044302761324,0.09588803727337264,0.0004054344970319818,0.0010177132685353627,0.03146898999206515,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-15,BB001,A+,FFP,352,4.773970639840407,73.7331723539396,0.10964201218060593,0.0003410668217320693,0.0015282620090628551,0.03577562038313895,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-16,BB001,A+,FFP,350,4.941845163776376,70.82374870129335,0.12114311081331411,0.0003767537553889738,0.006803411981472256,0.03935522164384664,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-17,BB001,A+,FFP,364,4.977119229626116,73.13467554349585,0.11025896246515027,0.0003767537553889738,0.0010062193603375027,0.03600074651263853,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-18,BB001,A+,FFP,368,5.092240504073159,72.26681452017944,0.12391910709957372,0.0003767537553889738,0.0010816710170129568,0.04013163102064984,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-19,BB001,A+,FFP,369,5.003507818579748,73.74826089604096,0.11256198221620628,0.0003437273530829465,0.001085701165849728,0.036652386698357145,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-20,BB001,A+,FFP,356,5.030604931603727,70.76683715779473,0.11037397174499425,0.0003437273530829465,0.0009511732885544994,0.03611023774588453,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-21,BB001,A+,FFP,359,5.010561033444006,71.64866321431506,0.08170431170441138,0.00037466948166770523,0.00416946210842389,0.0274900271565829,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-22,BB001,A+,FFP,362,5.60007555220624,64.64198502775275,0.11198685565038483,0.00037895047012712616,0.001059066557825513,0.036879496323663115,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-23,BB001,A+,FFP,361,5.655529993432764,63.83132976382327,0.10167575080193958,0.0003767537553889738,0.0016363973729388724,0.033824359732366534,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-24,BB001,A+,FFP,358,5.655529993432764,63.30087549985797,0.10577913013267123,0.0003476549185036021,0.0014664927666839427,0.03506708046186477,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-25,BB001,A+,FFP,365,5.440007279391266,67.09549845323797,0.09641050426035898,0.0003476549185036021,0.001621940007848379,0.03207780464387525,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-26,BB001,A+,FFP,368,5.458378104057328,67.4192943369859,0.10164015615175752,0.00030324236682707095,0.0014168950064432089,0.03361017786810238,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-27,BB001,A+,FFP,368,5.328438973422731,69.06337894372366,0.08914734000290606,0.0003972507629906372,0.001394078613866293,0.029838718128792532,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-28,BB001,A+,FFP,369,4.787508654025081,77.07557869159454,0.08101976262718526,0.00035102904112620345,0.001394078613866293,0.027076298947756663,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-29,BB001,A+,FFP,360,4.867089414444296,73.9661775950963,0.12024943756750957,0.0003618063893810562,0.0015572488390963436,0.038959673028523566,Medium,,0,No transfer required,,,No immediate action,Stable
2024-12-30,BB001,A+,FFP,360,4.937969202758129,72.90446440996838,0.1006426440263874,0.00031260901910824145,0.0015635677693882466,0.033092413941224856,Medium,,0,No transfer required,,,No immediate action,Stable
2024-10-01,BB001,A+,PRBC,533,11.675325871409978,45.6518306958084,0.5344123847243551,0.0003207462577572187,0.4229998225233272,0.1648650738637874,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-02,BB001,A+,PRBC,544,11.749736931682346,46.298908917113025,0.4995360258657092,0.0003221658301679488,0.40887696493515663,0.15434164689967994,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-03,BB001,A+,PRBC,542,12.413982837353643,43.660443799642074,0.5043795832024467,0.0003273983228468699,0.513810803372485,0.1560583795971957,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-04,BB001,A+,PRBC,557,12.11473105642273,45.977083387641656,0.4984199346338873,0.00027852073359565453,0.651424751721639,0.1540152339549614,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-05,BB001,A+,PRBC,549,11.47987543357896,47.82281856422932,0.4840604663944939,0.0005247338451001657,0.7007947986360612,0.14966261082398713,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-06,BB001,A+,PRBC,543,11.655396409875646,46.587862043020245,0.5002908880476604,0.0004584657114655829,0.6204085956805915,0.1546094629569096,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-07,BB001,A+,PRBC,546,11.460168440094241,47.64327879246337,0.5005749179224869,0.0003646451513988805,0.6087608083958878,0.15455266184991592,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-08,BB001,A+,PRBC,544,11.666401605857558,46.62963083037226,0.5084593717618102,0.0004980103015578987,0.6234713236918881,0.15707593491676963,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-09,BB001,A+,PRBC,536,11.320692934104086,47.34692506191705,0.5050921093537647,0.00044669845898339826,0.6702461918856379,0.15597512119013754,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-10,BB001,A+,PRBC,546,11.86790263802531,46.00644415893594,0.5096258233764519,0.0004091424701814605,0.637869544098188,0.15743953533155206,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-11,BB001,A+,PRBC,559,11.330582104246036,49.33550587754178,0.5004792829751618,0.00040733980522435415,0.5891132192720618,0.15440133032440792,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-12,BB001,A+,PRBC,552,11.131491358878199,49.58904267214282,0.4663448533174725,0.000406622528824784,0.5081209813431654,0.14413991630272593,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-13,BB001,A+,PRBC,535,11.560306758394082,46.27904874682758,0.4676907433840297,0.00040494383722070287,0.5044807441943078,0.14483130493695723,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-14,BB001,A+,PRBC,547,10.836471434910434,50.477685774891825,0.4499909704077255,0.00040139595336826137,0.4503950390626807,0.1391601358759343,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-15,BB001,A+,PRBC,559,11.971891407838513,46.69270551802689,0.48063775228258926,0.00037050602751300505,0.5598752460982214,0.1486599029947188,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-16,BB001,A+,PRBC,567,11.417602862141687,49.66016131810382,0.47844038189241045,0.00037204201057315005,0.6626062422284508,0.14774550871662231,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-17,BB001,A+,PRBC,598,11.979964187846255,49.9166767632473,0.4823626166246555,0.0004955859438430457,0.5917966249682387,0.14896325494521992,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-18,BB001,A+,PRBC,589,11.510568717498886,51.17036477134059,0.48653639380955493,0.0004559654048966025,0.646544326111489,0.15009741314327704,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-19,BB001,A+,PRBC,574,11.65814526378673,49.235962240322664,0.4872217338023007,0.0003256125776715708,0.5279692118598842,0.15039139795000916,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-20,BB001,A+,PRBC,574,12.16952860658078,47.166987198633514,0.47411230146661487,0.0003256125776715708,0.5848625280560636,0.146636750598709,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-21,BB001,A+,PRBC,586,11.085428508337001,52.86218747063209,0.49618605151290357,0.00039680124997450535,0.6726733929557069,0.15283763877794942,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-22,BB001,A+,PRBC,587,11.404642768754744,51.47026626806774,0.46684217872536016,0.00045483024569293836,0.7484572664569854,0.1441658073328752,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-23,BB001,A+,PRBC,601,11.972455401256148,50.19855826207072,0.45051092444717994,0.0005297223302605565,0.6705753566630257,0.1394023166694194,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-24,BB001,A+,PRBC,586,12.640389679220071,46.35933027945678,0.4601496352098023,0.0004035279583028564,0.7440348982335014,0.14256078071247436,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-25,BB001,A+,PRBC,585,11.730914986295687,49.8682328431678,0.47110697876296725,0.00040101450220893773,0.7594726006913306,0.14554317010607865,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-10-26,BB001,A+,PRBC,593,11.872500941595275,49.94735337711586,0.47961092934031113,0.0004533120302977795,0.6459404009485786,0.14811415098641434,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-27,BB001,A+,PRBC,595,12.124940584032581,49.07240541727352,0.4706025404471922,0.00037219519187421055,0.7047912053406765,0.14544247001044183,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-10-28,BB001,A+,PRBC,606,11.077083613835997,54.70754046155855,0.43628486445224657,0.00034368299841286507,0.7917645396798204,0.13471310400776357,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-10-29,BB001,A+,PRBC,614,11.201901251012892,54.812123963731715,0.4422555736983061,0.00034349251554533964,0.8065932245925164,0.13649724613632408,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-10-30,BB001,A+,PRBC,620,12.200562167987497,50.81733050193293,0.4685285618272781,0.0003704443980963843,0.7560541909981503,0.14467945596271142,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-10-31,BB001,A+,PRBC,624,11.271645177951982,55.36015285688567,0.45939043813470504,0.0004556378257239988,0.7000170005263368,0.1416576571410786,High,,0,No transfer required,,,No immediate action,Demand Spike Risk
2024-11-01,BB001,A+,PRBC,624,11.26819862311613,55.37708562572691,0.42786358080945347,0.0004603940688093376,0.8209400167763166,0.13220087340003434,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-02,BB001,A+,PRBC,629,11.460011654770886,54.88650613528327,0.42049141997663236,0.0003988909375838134,0.8409574666258195,0.12999075434088206,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-03,BB001,A+,PRBC,610,11.664763881035809,52.29424326297063,0.43545438320000124,0.0003408283150561207,0.8409574666258195,0.134631241865409,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-04,BB001,A+,PRBC,568,9.994201273436447,56.83295587709297,0.44586000711472423,0.000490925367590958,0.8511723888474301,0.1375225497736481,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-05,BB001,A+,PRBC,543,10.41888387444286,52.11690681493812,0.43694999527087824,0.00033151918837047136,0.8224431524908095,0.13508828446437793,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-06,BB001,A+,PRBC,518,10.207019806389843,50.7493871693792,0.44093710263371827,0.00034662999431931714,0.8567366867737274,0.13639538007545654,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-07,BB001,A+,PRBC,519,9.414070392862698,55.130244234574796,0.3785195667727428,0.00034662999431931714,0.8213247953327844,0.11735695782006637,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-08,BB001,A+,PRBC,534,9.478620059772265,56.33731457032681,0.45625753036378797,0.00037993518550208,0.8227193055282273,0.14061727166809426,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-09,BB001,A+,PRBC,546,9.591892834613432,56.92307132849703,0.40214694203184365,0.00037993518550208,0.8227193055282273,0.1243475640611369,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-10,BB001,A+,PRBC,539,10.319269887226746,52.23237747344678,0.4410668432457814,0.00037993518550208,0.8204317276081151,0.1363390631962542,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-11,BB001,A+,PRBC,537,10.411242446993873,51.57885840561254,0.48028318549762455,0.00034394700356602973,0.8204317276081151,0.148134486859448,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-12,BB001,A+,PRBC,533,10.759452032513732,49.537838766262446,0.4907931313630443,0.00034180453268735107,0.7738495703428947,0.151446159511097,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-13,BB001,A+,PRBC,515,11.159611526808824,46.14855980988329,0.4953195057256863,0.0003437498189309035,0.7893555173581019,0.1531015563463204,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-14,BB001,A+,PRBC,531,9.961876064046976,53.30321282719142,0.46204022726190286,0.00037632711385718933,0.7636913331923032,0.14255235078033826,High,,0,No transfer required,,,No immediate action,High Wastage Risk
2024-11-15,BB001,A+,PRBC,525,10.369636965063233,50.62858051528698,0.4760588222022326,0.000375280446571151,0.8270756968493984,0.14695562477540802,High,,0,No transfer required,,,No immediate action,High Wastage Risk
